     0 X:[ 3.066215e-04,  1.914103e-04,  1.275288e-03,  1.052035e-03,  2.684647e-03,  1.680387e-03,  1.512019e-03,  1.865710e-03,  1.172180e-03,  1.965271e-03,  5.969241e-04,  2.736794e-03,  2.924424e-03,  4.948069e-04,  2.819639e-03,  7.284957e-04,  6.551262e-04,  8.899395e-04,  1.263200e-03,  1.096237e-03,  8.899598e-04,  2.907380e-03,  2.063422e-03,  3.118847e-04,  1.115757e-04,  1.123005e-03,  1.202264e-03,  1.218751e-04,  1.787968e-03,  9.998945e-04,  2.610529e-03,  2.192906e-03,  4.036246e-05,  2.505919e-03,  2.515249e-04,  2.637869e-03,  3.912926e-04,  1.502702e-03,  2.887884e-03,  7.483180e-04,  2.258197e-03,  3.153797e-04,  9.685392e-04,  1.860289e-03,  1.447613e-03,  1.187361e-04,  2.471000e-03,  2.667732e-03,  1.173959e-03,  6.739943e-04,  1.809289e-03,  7.716000e-04,  2.992739e-03,  1.440365e-03,  2.532533e-03,  2.618986e-03,  2.105960e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 4.956383e-01,  1.069813e-05,  9.171751e-01], C:[ 0.000000e+00, -9.760135e+07] fitness: 7.342378e-01
     0 X:[ 3.000000e-04,  1.500000e-04,  1.350000e-03,  1.050000e-03,  2.700000e-03,  1.650000e-03,  1.500000e-03,  1.800000e-03,  1.200000e-03,  1.950000e-03,  6.000000e-04,  2.700000e-03,  2.850000e-03,  4.500000e-04,  2.850000e-03,  7.500000e-04,  4.500000e-04,  9.000000e-04,  1.200000e-03,  1.050000e-03,  9.000000e-04,  2.850000e-03,  2.100000e-03,  3.000000e-04,  1.500000e-04,  1.050000e-03,  1.200000e-03,  1.500000e-04,  1.800000e-03,  1.050000e-03,  2.550000e-03,  2.250000e-03,  0.000000e+00,  2.550000e-03,  3.000000e-04,  2.700000e-03,  4.500000e-04,  1.500000e-03,  2.850000e-03,  7.500000e-04,  2.250000e-03,  3.000000e-04,  9.000000e-04,  1.800000e-03,  1.500000e-03,  1.500000e-04,  2.400000e-03,  2.700000e-03,  1.200000e-03,  6.000000e-04,  1.800000e-03,  7.500000e-04,  3.000000e-03,  1.500000e-03,  2.550000e-03,  2.550000e-03,  2.100000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 4.904314e-01,  2.690134e-05,  9.166973e-01], C:[ 0.000000e+00, -9.711924e+07] fitness: 7.338536e-01
     0 X:[ 1.500000e-04,  0.000000e+00,  1.200000e-03,  9.000000e-04,  2.550000e-03,  1.500000e-03,  1.350000e-03,  1.950000e-03,  1.050000e-03,  1.800000e-03,  4.500000e-04,  2.550000e-03,  2.700000e-03,  3.000000e-04,  2.700000e-03,  6.000000e-04,  4.500000e-04,  7.500000e-04,  1.050000e-03,  1.200000e-03,  7.500000e-04,  2.700000e-03,  1.950000e-03,  1.500000e-04,  0.000000e+00,  9.000000e-04,  1.050000e-03,  0.000000e+00,  1.650000e-03,  9.000000e-04,  2.400000e-03,  2.100000e-03,  0.000000e+00,  2.400000e-03,  1.500000e-04,  2.550000e-03,  3.000000e-04,  1.350000e-03,  2.700000e-03,  6.000000e-04,  2.100000e-03,  1.500000e-04,  7.500000e-04,  1.650000e-03,  1.650000e-03,  0.000000e+00,  2.250000e-03,  2.550000e-03,  1.050000e-03,  7.500000e-04,  1.650000e-03,  6.000000e-04,  2.850000e-03,  1.350000e-03,  2.400000e-03,  2.400000e-03,  1.950000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 4.588748e-01,  5.727039e-05,  9.158004e-01], C:[ 0.000000e+00, -9.632968e+07] fitness: 7.331106e-01
     1 X:[ 0.000000e+00,  0.000000e+00,  1.050000e-03,  7.500000e-04,  2.400000e-03,  1.350000e-03,  1.200000e-03,  2.100000e-03,  9.000000e-04,  1.650000e-03,  3.000000e-04,  2.400000e-03,  2.550000e-03,  1.500000e-04,  2.550000e-03,  4.500000e-04,  3.000000e-04,  6.000000e-04,  9.000000e-04,  1.350000e-03,  6.000000e-04,  2.550000e-03,  1.800000e-03,  0.000000e+00,  0.000000e+00,  7.500000e-04,  9.000000e-04,  0.000000e+00,  1.500000e-03,  7.500000e-04,  2.250000e-03,  1.950000e-03,  0.000000e+00,  2.250000e-03,  0.000000e+00,  2.400000e-03,  1.500000e-04,  1.200000e-03,  2.550000e-03,  4.500000e-04,  1.950000e-03,  0.000000e+00,  6.000000e-04,  1.500000e-03,  1.800000e-03,  0.000000e+00,  2.100000e-03,  2.400000e-03,  9.000000e-04,  9.000000e-04,  1.500000e-03,  4.500000e-04,  2.700000e-03,  1.200000e-03,  2.250000e-03,  2.250000e-03,  1.800000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 4.219670e-01,  8.439233e-05,  9.149950e-01], C:[ 0.000000e+00, -9.571159e+07] fitness: 7.324349e-01
     2 X:[ 0.000000e+00,  0.000000e+00,  9.000000e-04,  6.000000e-04,  2.250000e-03,  1.200000e-03,  1.050000e-03,  2.250000e-03,  7.500000e-04,  1.500000e-03,  1.500000e-04,  2.250000e-03,  2.400000e-03,  0.000000e+00,  2.400000e-03,  3.000000e-04,  1.500000e-04,  4.500000e-04,  7.500000e-04,  1.500000e-03,  4.500000e-04,  2.400000e-03,  1.650000e-03,  0.000000e+00,  0.000000e+00,  6.000000e-04,  7.500000e-04,  0.000000e+00,  1.350000e-03,  6.000000e-04,  2.100000e-03,  1.800000e-03,  0.000000e+00,  2.100000e-03,  0.000000e+00,  2.250000e-03,  0.000000e+00,  1.050000e-03,  2.400000e-03,  3.000000e-04,  1.800000e-03,  0.000000e+00,  4.500000e-04,  1.350000e-03,  1.950000e-03,  0.000000e+00,  1.950000e-03,  2.250000e-03,  7.500000e-04,  1.050000e-03,  1.350000e-03,  3.000000e-04,  2.550000e-03,  1.050000e-03,  2.100000e-03,  2.100000e-03,  1.650000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 3.886845e-01,  1.238992e-04,  9.138999e-01], C:[ 0.000000e+00, -9.484238e+07] fitness: 7.315334e-01
     3 X:[ 0.000000e+00,  0.000000e+00,  7.500000e-04,  4.500000e-04,  2.100000e-03,  1.050000e-03,  9.000000e-04,  2.400000e-03,  6.000000e-04,  1.350000e-03,  0.000000e+00,  2.100000e-03,  2.250000e-03,  0.000000e+00,  2.250000e-03,  1.500000e-04,  0.000000e+00,  3.000000e-04,  6.000000e-04,  1.650000e-03,  3.000000e-04,  2.250000e-03,  1.500000e-03,  0.000000e+00,  0.000000e+00,  4.500000e-04,  6.000000e-04,  0.000000e+00,  1.200000e-03,  4.500000e-04,  1.950000e-03,  1.650000e-03,  0.000000e+00,  1.950000e-03,  0.000000e+00,  2.100000e-03,  0.000000e+00,  9.000000e-04,  2.250000e-03,  1.500000e-04,  1.650000e-03,  0.000000e+00,  3.000000e-04,  1.200000e-03,  2.100000e-03,  0.000000e+00,  1.800000e-03,  2.100000e-03,  6.000000e-04,  1.200000e-03,  1.200000e-03,  1.500000e-04,  2.400000e-03,  9.000000e-04,  1.950000e-03,  1.950000e-03,  1.500000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 3.578427e-01,  3.322162e-04,  9.124150e-01], C:[ 0.000000e+00, -9.349132e+07] fitness: 7.303563e-01
     6 X:[ 0.000000e+00,  0.000000e+00,  7.500000e-04,  4.500000e-04,  2.100000e-03,  1.050000e-03,  9.000000e-04,  2.400000e-03,  6.000000e-04,  1.350000e-03,  0.000000e+00,  2.100000e-03,  2.250000e-03,  0.000000e+00,  2.250000e-03,  1.500000e-04,  0.000000e+00,  3.000000e-04,  6.000000e-04,  1.650000e-03,  3.000000e-04,  2.250000e-03,  1.500000e-03,  0.000000e+00,  0.000000e+00,  4.500000e-04,  6.000000e-04,  0.000000e+00,  1.200000e-03,  4.500000e-04,  1.950000e-03,  1.650000e-03,  0.000000e+00,  1.950000e-03,  0.000000e+00,  2.100000e-03,  0.000000e+00,  7.500000e-04,  2.250000e-03,  1.500000e-04,  1.650000e-03,  0.000000e+00,  3.000000e-04,  1.200000e-03,  2.100000e-03,  0.000000e+00,  1.800000e-03,  2.100000e-03,  6.000000e-04,  1.200000e-03,  1.200000e-03,  1.500000e-04,  2.400000e-03,  9.000000e-04,  1.950000e-03,  1.950000e-03,  1.500000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 3.568317e-01,  3.886418e-04,  9.118095e-01], C:[ 0.000000e+00, -9.349281e+07] fitness: 7.298822e-01
     8 X:[ 0.000000e+00,  0.000000e+00,  6.000000e-04,  0.000000e+00,  1.650000e-03,  6.000000e-04,  4.500000e-04,  1.950000e-03,  7.500000e-04,  9.000000e-04,  0.000000e+00,  1.650000e-03,  1.800000e-03,  0.000000e+00,  1.800000e-03,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.500000e-04,  1.200000e-03,  0.000000e+00,  1.800000e-03,  1.050000e-03,  0.000000e+00,  0.000000e+00,  6.000000e-04,  7.500000e-04,  0.000000e+00,  7.500000e-04,  6.000000e-04,  2.100000e-03,  1.200000e-03,  0.000000e+00,  1.500000e-03,  0.000000e+00,  1.650000e-03,  0.000000e+00,  4.500000e-04,  1.800000e-03,  0.000000e+00,  1.200000e-03,  0.000000e+00,  0.000000e+00,  7.500000e-04,  2.250000e-03,  0.000000e+00,  1.350000e-03,  1.650000e-03,  7.500000e-04,  1.350000e-03,  7.500000e-04,  0.000000e+00,  1.950000e-03,  1.050000e-03,  1.500000e-03,  1.500000e-03,  1.050000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 3.008165e-01,  2.396428e+00,  7.105186e-02], C:[ 0.000000e+00, -7.162352e+07] fitness: 5.364279e-01
     9 X:[ 0.000000e+00,  0.000000e+00,  6.000000e-04,  0.000000e+00,  1.650000e-03,  6.000000e-04,  4.500000e-04,  1.950000e-03,  7.500000e-04,  1.050000e-03,  0.000000e+00,  1.650000e-03,  1.800000e-03,  0.000000e+00,  1.800000e-03,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.500000e-04,  1.200000e-03,  0.000000e+00,  1.800000e-03,  1.050000e-03,  0.000000e+00,  0.000000e+00,  6.000000e-04,  7.500000e-04,  0.000000e+00,  7.500000e-04,  6.000000e-04,  2.100000e-03,  1.200000e-03,  0.000000e+00,  1.500000e-03,  0.000000e+00,  1.650000e-03,  0.000000e+00,  4.500000e-04,  1.800000e-03,  0.000000e+00,  1.200000e-03,  0.000000e+00,  0.000000e+00,  7.500000e-04,  2.250000e-03,  0.000000e+00,  1.350000e-03,  1.650000e-03,  7.500000e-04,  1.350000e-03,  7.500000e-04,  0.000000e+00,  1.950000e-03,  1.050000e-03,  1.500000e-03,  1.500000e-03,  1.050000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 3.015314e-01,  1.847370e+00,  9.692118e-02], C:[ 0.000000e+00, -7.895252e+07] fitness: 4.473125e-01
     9 X:[ 0.000000e+00,  0.000000e+00,  7.500000e-04,  0.000000e+00,  1.650000e-03,  6.000000e-04,  6.000000e-04,  2.100000e-03,  7.500000e-04,  1.050000e-03,  0.000000e+00,  1.800000e-03,  1.800000e-03,  0.000000e+00,  1.650000e-03,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.000000e-04,  1.200000e-03,  0.000000e+00,  1.800000e-03,  1.050000e-03,  0.000000e+00,  0.000000e+00,  7.500000e-04,  7.500000e-04,  0.000000e+00,  7.500000e-04,  6.000000e-04,  2.100000e-03,  1.350000e-03,  0.000000e+00,  1.650000e-03,  0.000000e+00,  1.650000e-03,  0.000000e+00,  3.000000e-04,  1.650000e-03,  0.000000e+00,  1.050000e-03,  0.000000e+00,  0.000000e+00,  6.000000e-04,  2.400000e-03,  0.000000e+00,  1.500000e-03,  1.800000e-03,  6.000000e-04,  1.500000e-03,  9.000000e-04,  0.000000e+00,  2.100000e-03,  1.200000e-03,  1.650000e-03,  1.650000e-03,  1.200000e-03,  3.000000e-03,  3.000000e-03,  3.000000e-03], O:[ 3.159307e-01,  9.473810e-01,  2.754102e-01], C:[ 0.000000e+00, -8.593215e+07] fitness: 4.101203e-01
