
 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set ELALL and time  0.1000000E+01

         1   1 -5.398915E+06 -6.550952E+05 -8.532467E+05 -7.551827E+04 -5.803886E+05  7.118465E+01
         1   2 -5.268157E+06  1.502500E+05 -3.641497E+05 -1.929848E+04 -3.815140E+05  1.195636E+01
         1   3 -5.397193E+06  2.263971E+04 -2.384439E+05  3.693210E+04 -1.826485E+05 -1.095652E+01
         1   4 -5.398921E+06 -6.551060E+05 -8.532483E+05 -5.130083E-08 -5.803886E+05 -8.284736E-11
         1   5 -5.268157E+06  1.502493E+05 -3.641498E+05 -1.228289E-07 -3.815140E+05 -1.086195E-09
         1   6 -5.397195E+06  2.263713E+04 -2.384443E+05  3.568701E-08 -1.826485E+05 -2.319589E-09
         1   7 -5.398915E+06 -6.550952E+05 -8.532467E+05  7.551827E+04 -5.803886E+05 -7.118465E+01
         1   8 -5.268157E+06  1.502500E+05 -3.641497E+05  1.929848E+04 -3.815140E+05 -1.195636E+01
         1   9 -5.397193E+06  2.263971E+04 -2.384439E+05 -3.693210E+04 -1.826485E+05  1.095652E+01
         1  10 -5.399280E+06 -6.551866E+05 -8.538852E+05 -7.551825E+04 -1.054580E-09  4.667606E-11
         1  11 -5.268314E+06  1.502105E+05 -3.644256E+05 -1.929848E+04 -1.027302E-09 -2.212491E-10
         1  12 -5.397229E+06  2.263066E+04 -2.385071E+05  3.693210E+04  1.433158E-09  2.172540E-10
         1  13 -5.399286E+06 -6.551974E+05 -8.538868E+05 -3.411107E-08  4.263173E-09 -1.345352E-10
         1  14 -5.268315E+06  1.502098E+05 -3.644257E+05 -1.963310E-08 -1.120587E-09 -2.687568E-10
         1  15 -5.397231E+06  2.262808E+04 -2.385075E+05 -1.374238E-08  3.370425E-10 -1.338515E-10
         1  16 -5.399280E+06 -6.551866E+05 -8.538852E+05  7.551825E+04 -2.171483E-09 -4.762123E-11
         1  17 -5.268314E+06  1.502105E+05 -3.644256E+05  1.929848E+04  1.573538E-09 -4.528998E-10
         1  18 -5.397229E+06  2.263066E+04 -2.385071E+05 -3.693210E+04  3.354973E-09  4.924613E-10
         1  19 -5.398915E+06 -6.550952E+05 -8.532467E+05 -7.551827E+04  5.803886E+05 -7.118465E+01
         1  20 -5.268157E+06  1.502500E+05 -3.641497E+05 -1.929848E+04  3.815140E+05 -1.195636E+01
         1  21 -5.397193E+06  2.263971E+04 -2.384439E+05  3.693210E+04  1.826485E+05  1.095652E+01
         1  22 -5.398921E+06 -6.551060E+05 -8.532483E+05 -1.690801E-08  5.803886E+05 -1.868835E-10
         1  23 -5.268157E+06  1.502493E+05 -3.641498E+05  6.636876E-08  3.815140E+05  6.913022E-11
         1  24 -5.397195E+06  2.263713E+04 -2.384443E+05  4.858528E-08  1.826485E+05  2.130596E-09
         1  25 -5.398915E+06 -6.550952E+05 -8.532467E+05  7.551827E+04  5.803886E+05  7.118465E+01
         1  26 -5.268157E+06  1.502500E+05 -3.641497E+05  1.929848E+04  3.815140E+05  1.195636E+01
         1  27 -5.397193E+06  2.263971E+04 -2.384439E+05 -3.693210E+04  1.826485E+05 -1.095652E+01
         2   1 -5.349148E+06 -9.806826E+04 -1.971924E+05 -1.077495E+04 -1.435048E+05  2.511303E+00
         2   2 -5.328227E+06  2.254056E+04 -9.420250E+04 -2.560787E+03 -9.418739E+04  3.917206E-01
         2   3 -5.348813E+06  3.301828E+03 -5.847850E+04  5.653410E+03 -4.486885E+04 -4.119838E-01
         2   4 -5.349149E+06 -9.806848E+04 -1.971925E+05 -3.279288E-08 -1.435048E+05 -2.200638E-09
         2   5 -5.328227E+06  2.254055E+04 -9.420250E+04  7.136668E-08 -9.418739E+04 -6.483227E-10
         2   6 -5.348813E+06  3.301767E+03 -5.847851E+04  1.003059E-07 -4.486885E+04 -1.138316E-09
         2   7 -5.349148E+06 -9.806826E+04 -1.971924E+05  1.077495E+04 -1.435048E+05 -2.511303E+00
         2   8 -5.328227E+06  2.254056E+04 -9.420250E+04  2.560787E+03 -9.418739E+04 -3.917206E-01
         2   9 -5.348813E+06  3.301828E+03 -5.847850E+04 -5.653410E+03 -4.486885E+04  4.119838E-01
         2  10 -5.349171E+06 -9.807385E+04 -1.972315E+05 -1.077495E+04 -7.729372E-10 -2.735333E-10
         2  11 -5.328236E+06  2.253816E+04 -9.421931E+04 -2.560787E+03 -2.461098E-09 -1.239578E-09
         2  12 -5.348816E+06  3.301282E+03 -5.848231E+04  5.653410E+03 -1.031844E-09 -4.380492E-10
         2  13 -5.349171E+06 -9.807407E+04 -1.972315E+05 -1.359614E-07  1.201616E-10 -1.892653E-10
         2  14 -5.328236E+06  2.253814E+04 -9.421931E+04  1.229551E-07  1.374982E-09 -7.561842E-10
         2  15 -5.348816E+06  3.301221E+03 -5.848232E+04  1.411394E-07 -4.679691E-09 -2.422320E-10
         2  16 -5.349171E+06 -9.807385E+04 -1.972315E+05  1.077495E+04  4.063499E-09 -1.885672E-09
         2  17 -5.328236E+06  2.253816E+04 -9.421931E+04  2.560787E+03  1.254814E-09 -9.203634E-10
         2  18 -5.348816E+06  3.301282E+03 -5.848231E+04 -5.653410E+03  5.581066E-10 -1.045798E-09
         2  19 -5.349148E+06 -9.806826E+04 -1.971924E+05 -1.077495E+04  1.435048E+05 -2.511303E+00
         2  20 -5.328227E+06  2.254056E+04 -9.420250E+04 -2.560787E+03  9.418739E+04 -3.917206E-01
         2  21 -5.348813E+06  3.301828E+03 -5.847850E+04  5.653410E+03  4.486885E+04  4.119838E-01
         2  22 -5.349149E+06 -9.806848E+04 -1.971925E+05  1.878277E-08  1.435048E+05  1.134585E-09
         2  23 -5.328227E+06  2.254055E+04 -9.420250E+04  5.417108E-08  9.418739E+04 -1.039357E-09
         2  24 -5.348813E+06  3.301767E+03 -5.847851E+04  4.658677E-08  4.486885E+04  9.807896E-10
         2  25 -5.349148E+06 -9.806826E+04 -1.971924E+05  1.077495E+04  1.435048E+05  2.511303E+00
         2  26 -5.328227E+06  2.254056E+04 -9.420250E+04  2.560787E+03  9.418739E+04  3.917206E-01
         2  27 -5.348813E+06  3.301828E+03 -5.847850E+04 -5.653410E+03  4.486885E+04 -4.119838E-01
         3   1 -5.341177E+06 -1.459753E+04 -4.681321E+04 -1.474059E+03 -3.539201E+04  8.473044E-02
         3   2 -5.337715E+06  3.374419E+03 -2.415445E+04 -3.004561E+02 -2.305587E+04  1.125073E-02
         3   3 -5.341110E+06  4.414671E+02 -1.480443E+04  8.731242E+02 -1.071978E+04 -1.520136E-02
         3   4 -5.341177E+06 -1.459753E+04 -4.681321E+04  4.744721E-08 -3.539201E+04  2.482098E-10
         3   5 -5.337715E+06  3.374419E+03 -2.415445E+04 -8.124330E-08 -2.305587E+04  2.750990E-09
         3   6 -5.341110E+06  4.414657E+02 -1.480443E+04 -2.506628E-08 -1.071978E+04 -4.697465E-10
         3   7 -5.341177E+06 -1.459753E+04 -4.681321E+04  1.474059E+03 -3.539201E+04 -8.473044E-02
         3   8 -5.337715E+06  3.374419E+03 -2.415445E+04  3.004561E+02 -2.305587E+04 -1.125073E-02
         3   9 -5.341110E+06  4.414671E+02 -1.480443E+04 -8.731242E+02 -1.071978E+04  1.520136E-02
         3  10 -5.341178E+06 -1.459787E+04 -4.681558E+04 -1.474059E+03 -3.530411E-09 -8.198678E-11
         3  11 -5.337716E+06  3.374275E+03 -2.415546E+04 -3.004561E+02 -5.791115E-10  2.356260E-10
         3  12 -5.341110E+06  4.414360E+02 -1.480465E+04  8.731242E+02 -3.135602E-09  1.104678E-09
         3  13 -5.341178E+06 -1.459787E+04 -4.681558E+04  1.162160E-07 -4.378907E-09  2.881799E-10
         3  14 -5.337716E+06  3.374275E+03 -2.415546E+04 -1.246986E-08 -1.074630E-09  1.965144E-10
         3  15 -5.341110E+06  4.414345E+02 -1.480465E+04  4.797066E-08  1.074638E-09 -1.459182E-10
         3  16 -5.341178E+06 -1.459787E+04 -4.681558E+04  1.474059E+03 -6.273466E-10 -8.573863E-11
         3  17 -5.337716E+06  3.374275E+03 -2.415546E+04  3.004561E+02  5.264172E-09  9.000940E-11
         3  18 -5.341110E+06  4.414360E+02 -1.480465E+04 -8.731242E+02  1.754072E-09 -9.587058E-10
         3  19 -5.341177E+06 -1.459753E+04 -4.681321E+04 -1.474059E+03  3.539201E+04 -8.473043E-02
         3  20 -5.337715E+06  3.374419E+03 -2.415445E+04 -3.004561E+02  2.305587E+04 -1.125073E-02
         3  21 -5.341110E+06  4.414671E+02 -1.480443E+04  8.731242E+02  1.071978E+04  1.520137E-02
         3  22 -5.341177E+06 -1.459753E+04 -4.681321E+04  1.304875E-08  3.539201E+04  1.035685E-09
         3  23 -5.337715E+06  3.374419E+03 -2.415445E+04  1.594725E-07  2.305587E+04 -1.128030E-09
         3  24 -5.341110E+06  4.414657E+02 -1.480443E+04  1.081651E-07  1.071978E+04  1.000144E-09
         3  25 -5.341177E+06 -1.459753E+04 -4.681321E+04  1.474059E+03  3.539201E+04  8.473043E-02
         3  26 -5.337715E+06  3.374419E+03 -2.415445E+04  3.004561E+02  2.305587E+04  1.125073E-02
         3  27 -5.341110E+06  4.414671E+02 -1.480443E+04 -8.731242E+02  1.071978E+04 -1.520137E-02
         4   1 -5.339887E+06 -2.146801E+03 -1.182491E+04 -1.987116E+02 -8.320766E+03  2.685388E-03
         4   2 -5.339223E+06  5.497178E+02 -7.032786E+03 -2.483396E+01 -4.784429E+03  1.929713E-04
         4   3 -5.339875E+06 -1.496204E+02 -5.406863E+03  1.490459E+02 -1.248029E+03 -3.021052E-04
         4   4 -5.339887E+06 -2.146801E+03 -1.182491E+04 -5.282378E-09 -8.320766E+03 -1.621351E-09
         4   5 -5.339223E+06  5.497178E+02 -7.032786E+03 -1.589546E-08 -4.784429E+03  1.861732E-09
         4   6 -5.339875E+06 -1.496204E+02 -5.406863E+03  1.089045E-07 -1.248029E+03  4.268282E-10
         4   7 -5.339887E+06 -2.146801E+03 -1.182491E+04  1.987116E+02 -8.320766E+03 -2.685386E-03
         4   8 -5.339223E+06  5.497178E+02 -7.032786E+03  2.483396E+01 -4.784429E+03 -1.929736E-04
         4   9 -5.339875E+06 -1.496204E+02 -5.406863E+03 -1.490459E+02 -1.248029E+03  3.021105E-04
         4  10 -5.339887E+06 -2.146820E+03 -1.182504E+04 -1.987116E+02 -1.311052E-09 -4.400600E-10
         4  11 -5.339223E+06  5.497116E+02 -7.032830E+03 -2.483396E+01  6.638114E-10 -2.620199E-09
